tick	chip_0	chip_1	chip_2	chip_3	chip_4	chip_5	chip_6	chip_7	chip_8	chip_9	chip_10	chip_11	chip_12	chip_13	chip_14
291	34	28	29	30	16	1	1	1	3	10	0	0	0	0	0
292	34	29	29	30	16	1	1	1	3	10	1	0	1	0	0
293	34	29	29	30	16	1	1	1	3	10	0	1	0	0	1
294	34	29	29	30	16	1	1	1	3	10	2	0	0	1	1
295	35	29	29	30	16	1	1	1	3	10	1	0	1	1	0
296	36	29	29	30	17	2	1	1	3	10	0	1	1	0	0
297	36	29	29	31	17	2	1	2	3	10	1	2	0	1	0
298	36	29	29	32	17	2	2	2	3	10	1	1	2	0	0
299	36	29	29	32	17	2	2	2	3	10	1	1	1	0	0
300	36	29	29	32	17	2	2	2	3	10	1	1	0	0	1
301	36	29	30	32	17	2	2	2	3	10	1	0	0	1	0
302	36	29	30	32	17	3	2	2	3	10	0	0	1	0	0
303	36	29	30	32	17	2	2	2	3	11	0	1	0	0	0
304	36	30	31	32	17	1	2	2	3	11	1	0	0	0	0
305	36	30	31	32	17	1	2	2	3	11	0	0	0	0	0
306	36	30	31	32	17	0	2	2	3	12	0	0	0	0	0
307	36	30	31	32	17	0	1	2	3	12	1	0	0	0	0
308	36	30	31	32	17	1	0	2	3	12	0	0	0	0	1
309	36	30	31	32	17	0	1	1	3	12	0	0	0	1	1
310	36	30	32	32	17	0	0	1	3	12	0	0	1	1	0
311	36	31	32	32	17	0	0	0	4	12	0	1	1	0	1
312	36	31	32	32	17	0	0	1	3	12	1	1	0	1	0
313	36	31	32	32	18	1	0	0	3	12	1	0	1	0	0
314	36	31	32	32	18	1	1	0	2	12	0	1	1	0	0
315	36	31	33	32	19	0	1	1	1	12	1	1	0	0	0
316	36	32	33	32	20	1	0	1	1	12	1	0	0	0	0
317	36	32	33	32	20	1	1	0	1	12	0	0	0	0	0
318	36	32	33	32	20	0	1	1	0	13	0	1	0	0	0
319	37	32	33	32	21	1	0	1	1	12	1	0	1	0	0
320	37	33	33	32	21	1	2	1	1	12	0	1	0	0	0
321	37	33	33	32	21	0	3	1	1	12	1	0	0	1	0
322	37	33	33	32	21	1	2	1	1	12	1	0	1	0	0
323	37	34	33	32	21	1	2	1	1	12	0	1	0	0	0
324	37	35	34	32	21	0	2	1	1	12	1	0	0	0	0
325	37	35	34	32	21	1	1	2	1	12	0	0	0	0	0
326	37	35	34	32	21	0	1	3	1	12	0	0	0	0	0
327	37	35	34	32	21	0	0	4	1	13	0	0	0	0	0
328	37	35	34	33	21	1	1	3	1	13	0	0	0	1	0
329	37	35	34	33	22	0	1	3	1	13	0	0	1	0	0
330	37	35	34	34	23	0	0	4	1	13	0	1	0	0	0
331	37	35	34	34	24	0	0	3	1	13	1	0	0	0	0
332	37	36	34	35	24	1	1	2	1	13	0	0	0	0	0
333	37	36	34	35	24	0	1	2	1	13	0	0	0	0	0
334	37	36	34	35	24	0	0	2	1	13	1	0	0	0	0
335	37	36	34	35	24	1	0	2	1	13	0	0	0	0	0
336	37	37	34	35	24	0	1	1	1	13	0	0	0	1	1
337	37	37	34	35	24	0	1	1	1	13	0	0	1	1	0
338	37	37	34	35	24	0	1	2	1	13	0	1	1	0	0
339	37	37	34	35	24	0	1	2	1	13	2	1	0	0	0
340	37	37	34	35	24	1	0	2	1	13	2	0	0	1	0
341	37	37	34	35	24	1	1	1	1	13	1	0	1	1	1
342	37	37	34	35	24	1	2	1	1	13	0	1	1	1	0
343	37	38	34	35	24	0	2	1	1	13	2	1	1	1	0
344	37	38	34	35	24	1	1	2	1	13	2	1	1	0	0
345	37	38	34	35	24	1	1	2	1	13	2	1	0	0	0
346	37	38	34	35	25	1	1	2	1	13	2	0	0	1	0
347	37	38	34	35	26	1	1	2	1	13	1	0	1	0	0
348	37	38	34	35	26	1	1	2	1	13	0	2	0	0	0
349	37	39	34	35	27	0	1	2	1	13	1	1	0	0	0
350	37	39	34	35	27	2	0	2	1	13	1	0	0	0	0
351	37	39	34	35	27	3	1	2	1	13	0	0	0	0	0
352	37	39	34	35	27	2	1	2	1	13	0	0	0	0	0
353	37	39	34	35	27	1	1	2	2	13	0	0	0	0	1
354	38	39	34	35	28	0	1	2	2	13	0	0	1	1	1
355	38	40	34	35	28	0	0	2	2	13	0	1	1	1	0
356	38	40	34	35	28	1	0	1	2	13	2	1	1	0	0
357	38	40	34	35	28	1	1	1	2	13	2	1	0	0	0
358	38	40	34	35	28	1	1	1	2	13	2	0	0	0	0
359	38	40	34	35	28	1	1	2	2	14	1	0	0	0	0
360	39	40	34	35	28	1	1	2	2	14	0	0	0	1	0
361	39	40	34	35	28	0	1	2	2	14	0	1	1	1	0
362	39	40	35	35	28	0	0	2	3	14	1	1	1	1	1
363	39	41	35	35	28	1	0	1	3	14	1	1	1	1	0
364	39	41	35	35	28	1	1	0	3	14	1	1	1	0	0
365	39	41	35	35	28	1	1	2	2	15	1	1	0	0	0
366	39	41	36	35	28	1	1	2	2	15	1	0	0	0	0
367	39	41	36	35	28	1	1	2	3	16	0	0	0	0	0
368	39	41	37	36	29	0	1	2	3	16	0	0	0	0	0
369	39	41	37	37	29	0	0	2	3	16	0	1	0	0	0
370	39	41	37	37	29	0	0	1	3	16	1	0	0	0	0
371	39	41	37	37	29	1	0	0	4	16	0	0	0	0	1
372	39	42	37	37	30	0	1	0	3	16	1	0	0	1	1
373	39	42	37	37	30	1	0	1	2	16	0	0	1	1	0
374	39	42	37	37	30	0	1	0	2	16	0	1	1	1	0
375	39	42	37	37	30	0	0	1	1	17	1	1	1	0	0
376	39	42	37	37	30	1	0	0	1	17	1	1	0	0	0
377	39	42	37	37	30	2	2	0	0	17	1	0	0	1	0
378	39	42	37	37	30	2	2	1	0	16	0	0	1	0	0
379	39	42	37	37	30	1	2	1	1	15	0	1	0	0	1
380	39	42	37	37	31	0	3	1	1	15	1	0	0	1	0
381	39	42	37	37	31	1	2	1	1	15	0	0	1	0	0
382	39	42	37	37	31	0	2	1	1	15	0	2	0	0	0
383	39	42	37	37	31	0	1	2	1	15	2	2	0	0	0
384	39	42	37	37	31	1	1	2	1	16	3	1	0	0	0
385	39	42	37	37	31	1	1	2	1	16	3	0	0	0	0
386	39	42	37	37	31	2	1	2	1	16	2	0	0	0	0
387	39	42	37	37	32	2	1	2	1	16	2	0	0	0	0
388	39	42	37	37	32	2	1	2	1	17	1	0	0	0	0
389	39	42	37	37	32	2	1	2	1	17	0	0	0	0	0
390	39	42	37	37	32	1	1	2	1	17	0	0	0	0	0
391	39	43	37	37	32	1	1	2	1	17	1	0	1	1	0
392	39	43	38	37	32	1	1	2	1	17	0	1	1	0	0
393	39	43	38	37	32	0	2	3	1	17	1	2	1	0	0
394	39	43	38	38	32	1	1	3	1	17	1	2	0	0	0
395	39	43	38	38	32	1	1	3	1	18	1	1	0	0	1
396	39	43	38	39	32	1	1	3	1	18	1	0	1	1	1
397	39	43	38	39	32	1	1	3	1	18	0	1	1	1	0
398	39	43	39	39	32	0	1	3	1	18	1	1	2	0	0
399	39	43	39	39	33	1	0	4	1	18	1	1	2	0	0
400	39	43	39	39	33	2	1	3	2	19	1	1	1	0	0
401	40	43	39	39	33	3	1	3	2	20	1	1	0	0	0
402	40	43	40	40	33	3	1	3	2	20	1	0	1	0	0
403	40	43	40	40	33	3	1	3	2	21	0	1	0	0	0
404	40	43	41	40	33	2	2	3	2	21	1	0	0	0	0
405	40	44	41	40	33	2	2	3	2	22	0	0	0	0	0
406	40	44	41	40	33	1	2	3	3	22	0	0	0	0	0
407	41	44	41	40	33	0	2	3	3	22	0	0	0	1	1
408	41	44	42	40	33	1	1	4	4	22	0	1	1	1	0
409	41	44	42	40	33	0	1	4	4	22	1	1	1	0	0
410	41	44	42	40	33	1	0	4	4	22	1	1	0	0	0
411	41	44	42	40	34	1	1	3	4	22	2	0	0	0	0
412	41	44	42	40	34	1	1	3	5	23	1	0	0	0	0
413	41	44	42	40	34	2	1	3	6	23	0	0	1	0	0
414	41	44	42	40	34	2	2	3	6	23	0	1	0	0	0
415	41	44	42	40	34	1	2	3	6	23	1	0	0	0	0
416	41	44	42	40	34	1	2	3	6	23	0	0	0	0	0
417	41	45	42	40	34	0	2	3	6	23	0	0	0	0	0
418	41	45	42	40	34	1	1	3	6	24	1	0	0	0	0
419	41	45	42	41	34	1	1	3	6	25	0	0	0	0	1
420	41	45	42	41	34	0	1	3	6	25	0	0	0	1	0
421	42	45	43	41	35	0	0	3	6	25	0	0	1	0	1
422	42	45	43	41	35	0	1	2	6	25	0	1	0	1	0
423	42	45	43	42	36	0	0	2	6	25	1	0	1	0	0
424	42	46	43	42	36	1	0	1	6	25	0	1	0	0	0
425	42	46	43	42	36	0	2	0	6	25	1	0	0	0	0
426	42	47	43	42	36	1	1	1	5	26	1	0	0	0	0
427	42	47	43	42	37	1	2	2	5	26	0	0	0	0	0
428	42	47	43	42	37	0	2	2	5	26	1	0	0	0	0
429	42	47	43	42	37	1	1	2	6	26	1	0	0	1	0
430	42	48	43	42	38	1	1	2	6	26	0	0	2	1	0
431	42	48	43	42	38	0	1	2	6	26	0	1	2	0	0
